Date,Adani Ports,Apollo Hospitals,Asian Paints,Axis Bank,Bajaj Auto,Bajaj Finance,Bajaj Finserv,Bharti Airtel,Bharat Petroleum,Britannia Industries,Cipla,Divi's Laboratories,Dr. Reddy's Laboratories,Eicher Motors,Grasim Industries,HCL Technologies,HDFC,HDFC Bank,Hero MotoCorp,Hindalco Industries,Hindustan Unilever,ICICI Bank,IndusInd Bank,Infosys,ITC Limited,JSW Steel,Kotak Mahindra Bank,Larsen & Toubro,Mahindra & Mahindra,Maruti Suzuki,Nestlé India,NTPC,Oil and Natural Gas Corporation,Power Grid Corporation of India,Reliance Industries,State Bank of India,Shree Cements,Sun Pharmaceutical,Tata Motors,Tata Steel,Tata Consultancy Services,Tata Consumer Products,Tech Mahindra,Titan Company,UltraTech Cement,United Phosphorus Limited,Wipro
Sector,Infrastructure ,Healthcare ,Consumer Goods ,Banking ,Automobile ,Financial Services ,Financial Services ,Telecommunication ,Energy - Oil & Gas ,Consumer Goods ,Pharmaceuticals ,Pharmaceuticals ,Pharmaceuticals ,Automobile ,Cement ,Information Technology ,Financial Services ,Banking ,Automobile ,Metals ,Consumer Goods ,Banking ,Banking ,Information Technology ,Consumer Goods ,Metals ,Banking ,Construction ,Automobile ,Automobile ,Consumer Goods ,Energy - Power ,Energy - Oil & Gas ,Energy - Power ,Energy - Oil & Gas ,Banking ,Cement ,Pharmaceuticals ,Automobile ,Metals ,Information Technology ,Consumer Goods ,Information Technology ,Consumer Durables ,Cement ,Chemicals ,Information Technology
2008-01-14,207.029998779297,265.325012207031,112.410003662109,253.630004882812,613.549987792969,45.8732070922852,2445.19995117188,416.554565429688,77.8333358764648,159.970001220703,205.25,441.737487792969,668.299987792969,38.2700004577637,514.687255859375,70.9749984741211,595.780029296875,178.315002441406,704.599975585938,182.665985107422,219.050003051758,256.363647460938,123.5,191.1875,74.8333358764648,123.004997253418,320.075012207031,926.488891601563,189.3125,863.450012207031,527.049987792969,237.20832824707,214.816665649414,107.400024414063,797.651550292969,232.398620605469,1337.34997558594,110.394996643066,146.712387084961,798.583862304688,240.287506103516,87.620002746582,248.824996948242,78.2249984741211,936.599975585938,137.600006103516,103.758758544922
2008-01-15,209.910003662109,258.024993896484,109.959999084473,239.309997558594,614.299987792969,43.3373794555664,2459,393.806701660156,73.5500030517578,158.309997558594,204.949996948242,455.287506103516,672.900024414063,37.7249984741211,509.427825927734,69.2249984741211,583.710021972656,178.895004272461,706.150024414063,179.131393432617,216.800003051758,245.854537963867,120.650001525879,187.762496948242,72.1166687011719,121.11499786377,316.299987792969,902.633361816406,183.774993896484,871.349975585938,527.049987792969,228.33332824707,212.875,104.13752746582,783.956359863281,228.657562255859,1322.75,110.5,147.36393737793,811.826904296875,235,82.7099990844727,245.162506103516,76.2900009155274,916.25,137.816665649414,103.522506713867
2008-01-16,206.080001831055,260.75,108.620002746582,231.339996337891,610.275024414063,43.7260131835938,2450,397.364654541016,74.0583343505859,155.294998168945,205.949996948242,457.712493896484,671.799987792969,36.5,506.03515625,67.2624969482422,569,167.375,704.150024414063,173.24040222168,214.699996948242,248.781814575195,122.75,186.912506103516,69.6500015258789,114.51000213623,310.850006103516,883.855529785156,184.625,847.700012207031,527.049987792969,215.375,209.016662597656,102.000022888184,766.150146484375,227.912170410156,1309.90002441406,109.699996948242,143.713363647461,779.338562011719,236.237503051758,82.6050033569336,240.712493896484,74.5274963378906,874.700012207031,133.266662597656,102.667503356934
2008-01-17,204.179992675781,257.299987792969,108.675003051758,232.410003662109,610.474975585938,44.7996101379395,2440.05004882812,400.302825927734,73.8833312988281,155.039993286133,209.899993896484,447.037506103516,671.849975585937,37.0499992370605,517.313110351563,66.9250030517578,570.369995117188,164.360000610352,697.150024414063,173.195083618164,217.550003051758,240.381820678711,122.449996948242,186.300003051758,72.5833358764649,115.730003356934,315.625,907.133361816406,189.112503051758,864.799987792969,527.049987792969,212.91667175293,208.475006103516,104.737525939941,742.103088378906,227.987655639648,1311.65002441406,108.860000610352,141.164672851563,772.431213378906,230.675003051758,82.9649963378906,239.587493896484,73.6975021362305,891.650024414063,129.966659545898,104.073753356934
2008-01-18,198.919998168945,245,104,222.550003051758,610.474975585938,42.3609428405762,2440,400.807800292969,73.216667175293,155.134994506836,202.600006103516,400,670.150024414063,35.8899993896484,516.639221191406,66.9250030517578,570.369995117188,157.100006103516,696,167.757247924805,213.899993896484,225.454544067383,116.5,183.550003051758,70.8833312988281,109.860000610352,281.649993896484,875.366638183594,181.887496948242,842,527.049987792969,199.33332824707,201.991668701172,99.8625259399414,693.327941894531,222.892639160156,1256.84997558594,108.824996948242,136.881744384766,745.516418457031,225.800003051758,77.8550033569336,226.675003051758,69.7200012207031,880.650024414063,121.400001525879,102.22875213623
2008-01-21,165.009994506836,227.800003051758,104.559997558594,212.130004882812,529.275024414063,34.1025009155273,2260.19995117187,380.584930419922,67.9333343505859,147.794998168945,190.100006103516,365.200012207031,622.950012207031,30.8899993896484,466.399749755859,62.2874984741211,537.02001953125,150.710006713867,643,151.035903930664,199.649993896484,213.309097290039,97.9499969482422,173.887496948242,67.283332824707,97.0800018310547,240.925003051758,821.45556640625,166.800003051758,803.200012207031,527.049987792969,171.5,186.091659545898,82.8750228881836,629.235473632813,207.211334228516,1153.59997558594,105.959999084473,125.259338378906,687.494750976563,207.762496948242,71.2300033569336,206.425003051758,62.3400001525879,800.75,115.183334350586,98.8875045776367
2008-01-22,147.110000610352,210.149993896484,95,194.919998168945,512.912475585938,32.0573234558105,2099.94995117187,386.759674072266,65.4833297729492,148.634994506836,176.850006103516,352.725006103516,595,26.125,443.441101074219,57.4625015258789,502.049987792969,142.639999389648,592.799987792969,135.22087097168,184.050003051758,204.536361694336,80.8000030517578,172.612503051758,60.966667175293,88.625,252.824996948242,814.400024414062,152.475006103516,807.049987792969,527.049987792969,163.66667175293,159.875,74.5500183105469,583.828369140625,201.66813659668,1186.84997558594,96.8949966430664,124.732353210449,638.952819824219,200.0625,62.3199996948242,176.5625,55.125,754.799987792969,106.133331298828,97.1887512207031
2008-01-23,171.399993896484,237.699996948242,100.264999389648,203.139999389648,552.849975585938,37.367015838623,2255,389.330596923828,67.033332824707,143.509994506836,182.149993896484,369.149993896484,608.25,28.9400005340576,470.032531738281,60.0875015258789,506.679992675781,153.429992675781,605.5,145.190231323242,190.600006103516,209.354537963867,91.8000030517578,177.75,64.9499969482422,96.7249984741211,275.924987792969,833.622192382813,158.350006103516,826.150024414063,527.049987792969,184.66667175293,165.266662597656,82.8750228881836,631.687255859375,219.25065612793,1386.94995117188,97.2399978637695,126.255821228027,665.5341796875,217.987503051758,67.8399963378906,179.050003051758,56.627498626709,820.150024414063,116.083335876465,97.0650024414062
2008-01-24,162.830001831055,232.850006103516,101.61499786377,200.440002441406,522.875,36.1573944091797,2170,391.029205322266,66.4333343505859,145.759994506836,172.399993896484,342.125,564.25,25.9500007629395,446.911224365234,57.5625,521.840026855469,151.039993286133,648.299987792969,136.036544799805,186.149993896484,205.790908813477,86.3499984741211,177.818756103516,62.5,87.0599975585938,263.225006103516,784.277770996094,156.5,788.75,527.049987792969,169.625,157.875,83.0625228881836,616.38232421875,221.081085205078,1297.09997558594,92.5500030517578,126.198333740234,639.048095703125,210.8125,72.8850021362305,171.524993896484,54.5050010681152,793.599975585938,110.966667175293,92.4975051879883
2008-01-25,173.139999389648,245.175003051758,104.694999694824,219.550003051758,563.875,39.2033042907715,2320,420.112518310547,68.3833312988281,147.899993896484,183.350006103516,367.149993896484,603.849975585938,29.9050006866455,468.824188232422,62.4249992370605,542.849975585937,160.845001220703,691.200012207031,157.425369262695,200.149993896484,229.327270507813,98.4000015258789,189.981246948242,66.1500015258789,97.6149978637695,271.912506103516,865.033325195313,168.274993896484,833.700012207031,527.049987792969,185.66667175293,169.366668701172,87.3375244140625,647.710327148438,227.143203735352,1311.5,97.6149978637695,136.143951416016,681.254333496094,221.149993896484,79.370002746582,181.649993896484,61.0224990844727,872.450012207031,112.949996948242,97.1887512207031
2008-01-28,164.160003662109,246.024993896484,112.714996337891,228.289993286133,613.424987792969,39.0721397399902,2430,398.994415283203,65.4333343505859,144.785003662109,184.649993896484,385.674987792969,566.099975585938,28.7049999237061,458.646179199219,60.3250007629395,557.010009765625,159.020004272461,695.650024414063,157.425369262695,199.899993896484,231.62727355957,99.9499969482422,180.793746948242,65.4166641235352,94.6100006103516,272.587493896484,853.866638183594,172.375,864.700012207031,527.049987792969,177.16667175293,166.691665649414,88.2750244140625,635.575378417969,231.335006713867,1307.44995117188,99.2750015258789,136.584701538086,663.771606445313,213.574996948242,79.1900024414062,180.899993896484,60.6425018310547,897.5,116.466667175293,91.890007019043
2008-01-29,168.149993896484,246.725006103516,110.779998779297,229.240005493164,592.150024414063,38.9166870117187,2371.05004882812,390.478302001953,63.4166641235352,143.869995117188,191.75,375.899993896484,539.799987792969,28.3050003051758,468.343933105469,63.7374992370606,572.799987792969,153.735000610352,688.450012207031,162.681945800781,208.850006103516,221.899993896484,101.25,186.574996948242,67.0666656494141,98.0449981689453,272.024993896484,838.711120605469,175.387496948242,863,527.049987792969,176.29167175293,169.966659545898,86.8125228881836,638.175720214844,223.070007324219,1300.25,106.23999786377,137.169189453125,681.397216796875,216.925003051758,84.9199981689453,184.1875,63.3499984741211,870.450012207031,110.883331298828,92.8125076293945
2008-01-30,166.089996337891,240,118,220.149993896484,592.150024414063,38.8632507324219,2300,394.816711425781,59.9000015258789,144.095001220703,189.199996948242,360,535.549987792969,29.0400009155273,464.014038085938,63.0625,576.829956054688,153.294998168945,690.200012207031,159.736450195313,195.850006103516,215.890914916992,94.5500030517578,186.65625,66.4499969482422,100.675003051758,260.387512207031,823.877746582031,172.774993896484,863,527.049987792969,168,161.375,82.0125198364258,612.172241210938,222.395004272461,1293.5,115.48999786377,133.556945800781,689.114440917969,217.462493896484,84.254997253418,177.449996948242,58.3199996948242,879.799987792969,111.416664123535,93.0712509155273
2008-01-31,167.529998779297,248.25,124.61499786377,224.160003662109,589.762512207031,39.3538970947266,2385,394.288757324219,60.2583312988281,144.649993896484,189.25,352.475006103516,529.25,27.8600006103516,457.236419677734,60.4124984741211,567.820007324219,156.955001831055,692.599975585938,148.588882446289,208.75,208.545455932617,94.6999969482422,187.381256103516,65.1833343505859,96.9550018310547,257.149993896484,810.4111328125,166.212493896484,850.200012207031,527.049987792969,163.375,164.925003051758,76.650016784668,613.90576171875,216.735000610352,1257.59997558594,113.279998779297,134.036026000977,703.691284179688,218.4375,82.6050033569336,171.112503051758,56.8549995422363,873.450012207031,115.449996948242,95.1187515258789
2008-02-01,165.070007324219,246.100006103516,117,217.029998779297,612.337524414063,41.2436218261719,2450,417.518646240234,64.3499984741211,142.360000610352,196.399993896484,367.587493896484,527.049987792969,29.625,467.437683105469,66.4875030517578,599.97998046875,157.100006103516,728.349975585938,160.9599609375,207.899993896484,217.845458984375,93.3499984741211,199.324996948242,68.3833312988281,103.480003356934,243.162506103516,827.0888671875,167.75,905.75,527.049987792969,171.375,174.316665649414,79.3125152587891,629.718383789063,218.460006713867,1271.59997558594,111.900001525879,144.393661499023,739.752380371094,232.375,82.4449996948242,187.75,61.3925018310547,879.75,116.666664123535,99.0112533569336
2008-02-04,171.220001220703,245,119.605003356934,217.789993286133,615.424987792969,40.1263046264648,2481.05004882812,423.739318847656,72.0250015258789,148.320007324219,199.399993896484,378.412506103516,524.349975585938,30.8899993896484,470.574737548828,69.5250015258789,603.780029296875,154.740005493164,768.450012207031,162.092834472656,213.25,220.409088134766,102.099998474121,205.006256103516,68.2666625976563,115.194999694824,246.587493896484,847.111083984375,174.537506103516,897.349975585938,527.049987792969,178.83332824707,175.41667175293,83.400016784668,641.717163085938,227.369995117188,1311.59997558594,110.305000305176,147.555557250977,764.237670898438,243.912506103516,83.0849990844727,199.425003051758,62.5424995422363,895.549987792969,121.266662597656,104.512504577637
